hhid,cpi_code,cpi_category,total_spend_rwf,province,district,ur,quintile,weight,poverty,total_hh_spend,spend_share_pct
304867.0,05,Furnishing and household,68000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,163988.0,41.47
304867.0,06,Health,300.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,163988.0,0.18
304868.0,03,Clothing and footwear,4000.0,Southern,Muhanga,Urban,Q4,130.8835031026812,Non Poor,50100.0,7.98
304868.0,05,Furnishing and household,29000.0,Southern,Muhanga,Urban,Q4,130.8835031026812,Non Poor,50100.0,57.88
304868.0,10,Education,200.0,Southern,Muhanga,Urban,Q4,130.8835031026812,Non Poor,50100.0,0.4
304868.0,12,Miscellaneous,600.0,Southern,Muhanga,Urban,Q4,130.8835031026812,Non Poor,50100.0,1.2
304869.0,03,Clothing and footwear,60000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,147581.12,40.66
304869.0,05,Furnishing and household,16000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,147581.12,10.84
304869.0,06,Health,7000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,147581.12,4.74
304869.0,12,Miscellaneous,40000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,147581.12,27.1
304870.0,05,Furnishing and household,47000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,136897.9,34.33
304870.0,10,Education,200.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,136897.9,0.15
304871.0,03,Clothing and footwear,266000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,8.42
304871.0,04,Housing and utilities,3000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,0.09
304871.0,05,Furnishing and household,82000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,2.59
304871.0,06,Health,10500.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,0.33
304871.0,07,Transport,2500000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,79.09
304871.0,08,Communication,200.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,0.01
304871.0,09,Recreation and culture,120000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,3.8
304871.0,10,Education,200.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,0.01
304871.0,12,Miscellaneous,95000.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,3160859.75,3.01
304872.0,03,Clothing and footwear,45000.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,125626.0,35.82
304872.0,04,Housing and utilities,12500.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,125626.0,9.95
304872.0,05,Furnishing and household,37000.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,125626.0,29.45
304872.0,06,Health,3000.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,125626.0,2.39
304872.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,125626.0,0.16
304873.0,03,Clothing and footwear,15000.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,104411.20999999999,14.37
304873.0,04,Housing and utilities,100.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,104411.20999999999,0.1
304873.0,05,Furnishing and household,55000.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,104411.20999999999,52.68
304873.0,06,Health,3000.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,104411.20999999999,2.87
304873.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,104411.20999999999,0.19
304874.0,05,Furnishing and household,3000.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,74462.0,4.03
304874.0,06,Health,3000.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,74462.0,4.03
304874.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,74462.0,0.27
304875.0,04,Housing and utilities,200.0,Southern,Muhanga,Rural,Q3,186.92546573264477,Non Poor,19657.15,1.02
304875.0,05,Furnishing and household,16000.0,Southern,Muhanga,Rural,Q3,186.92546573264477,Non Poor,19657.15,81.4
304875.0,10,Education,200.0,Southern,Muhanga,Rural,Q3,186.92546573264477,Non Poor,19657.15,1.02
304876.0,04,Housing and utilities,100.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Moderately poor,44341.07,0.23
304876.0,05,Furnishing and household,42000.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Moderately poor,44341.07,94.72
304876.0,08,Communication,100.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Moderately poor,44341.07,0.23
304876.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Moderately poor,44341.07,0.45
304877.0,04,Housing and utilities,100.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Non Poor,13207.0,0.76
304877.0,05,Furnishing and household,3000.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Non Poor,13207.0,22.72
304877.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Non Poor,13207.0,1.51
304878.0,04,Housing and utilities,300.0,Southern,Muhanga,Rural,Q3,186.92546573264477,Non Poor,23362.595999999998,1.28
304878.0,05,Furnishing and household,9200.0,Southern,Muhanga,Rural,Q3,186.92546573264477,Non Poor,23362.595999999998,39.38
304878.0,06,Health,6300.0,Southern,Muhanga,Rural,Q3,186.92546573264477,Non Poor,23362.595999999998,26.97
304878.0,10,Education,200.0,Southern,Muhanga,Rural,Q3,186.92546573264477,Non Poor,23362.595999999998,0.86
304878.0,12,Miscellaneous,50.0,Southern,Muhanga,Rural,Q3,186.92546573264477,Non Poor,23362.595999999998,0.21
304879.0,03,Clothing and footwear,500.0,Southern,Muhanga,Rural,Q1,186.92546573264477,Moderately poor,6107.639999999999,8.19
304879.0,04,Housing and utilities,50.0,Southern,Muhanga,Rural,Q1,186.92546573264477,Moderately poor,6107.639999999999,0.82
304879.0,05,Furnishing and household,2500.0,Southern,Muhanga,Rural,Q1,186.92546573264477,Moderately poor,6107.639999999999,40.93
304879.0,10,Education,200.0,Southern,Muhanga,Rural,Q1,186.92546573264477,Moderately poor,6107.639999999999,3.27
304880.0,03,Clothing and footwear,60000.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Non Poor,123132.49,48.73
304880.0,04,Housing and utilities,50.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Non Poor,123132.49,0.04
304880.0,05,Furnishing and household,45000.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Non Poor,123132.49,36.55
304880.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Non Poor,123132.49,0.16
304880.0,12,Miscellaneous,15000.0,Southern,Muhanga,Rural,Q2,186.92546573264477,Non Poor,123132.49,12.18
304881.0,03,Clothing and footwear,9000.0,Southern,Muhanga,Rural,Q4,195.5338753387534,Non Poor,80560.5,11.17
304881.0,04,Housing and utilities,100.0,Southern,Muhanga,Rural,Q4,195.5338753387534,Non Poor,80560.5,0.12
304881.0,05,Furnishing and household,55000.0,Southern,Muhanga,Rural,Q4,195.5338753387534,Non Poor,80560.5,68.27
304881.0,06,Health,350.0,Southern,Muhanga,Rural,Q4,195.5338753387534,Non Poor,80560.5,0.43
304881.0,08,Communication,50.0,Southern,Muhanga,Rural,Q4,195.5338753387534,Non Poor,80560.5,0.06
304881.0,10,Education,200.0,Southern,Muhanga,Rural,Q4,195.5338753387534,Non Poor,80560.5,0.25
304882.0,03,Clothing and footwear,5000.0,Southern,Muhanga,Rural,Q5,195.5338753387534,Non Poor,31502.246,15.87
304882.0,04,Housing and utilities,100.0,Southern,Muhanga,Rural,Q5,195.5338753387534,Non Poor,31502.246,0.32
304882.0,05,Furnishing and household,5600.0,Southern,Muhanga,Rural,Q5,195.5338753387534,Non Poor,31502.246,17.78
304882.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,195.5338753387534,Non Poor,31502.246,0.63
304883.0,04,Housing and utilities,100.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,42452.129,0.24
304883.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,42452.129,68.31
304883.0,07,Transport,1500.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,42452.129,3.53
304883.0,08,Communication,200.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,42452.129,0.47
304883.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,42452.129,0.47
304883.0,12,Miscellaneous,3000.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,42452.129,7.07
304884.0,04,Housing and utilities,1700.0,Southern,Muhanga,Rural,Q3,195.5338753387534,Non Poor,57591.2,2.95
304884.0,05,Furnishing and household,42000.0,Southern,Muhanga,Rural,Q3,195.5338753387534,Non Poor,57591.2,72.93
304884.0,10,Education,200.0,Southern,Muhanga,Rural,Q3,195.5338753387534,Non Poor,57591.2,0.35
304884.0,12,Miscellaneous,5000.0,Southern,Muhanga,Rural,Q3,195.5338753387534,Non Poor,57591.2,8.68
304885.0,04,Housing and utilities,49035.0,Southern,Muhanga,Rural,Q3,195.5338753387534,Non Poor,89870.75,54.56
304885.0,05,Furnishing and household,30500.0,Southern,Muhanga,Rural,Q3,195.5338753387534,Non Poor,89870.75,33.94
304885.0,10,Education,200.0,Southern,Muhanga,Rural,Q3,195.5338753387534,Non Poor,89870.75,0.22
304886.0,03,Clothing and footwear,16000.0,Southern,Muhanga,Rural,Q5,195.5338753387534,Non Poor,155879.915,10.26
304886.0,04,Housing and utilities,35100.0,Southern,Muhanga,Rural,Q5,195.5338753387534,Non Poor,155879.915,22.52
304886.0,05,Furnishing and household,68000.0,Southern,Muhanga,Rural,Q5,195.5338753387534,Non Poor,155879.915,43.62
304886.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,195.5338753387534,Non Poor,155879.915,0.13
304887.0,03,Clothing and footwear,9500.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,134038.888,7.09
304887.0,04,Housing and utilities,1300.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,134038.888,0.97
304887.0,05,Furnishing and household,87500.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,134038.888,65.28
304887.0,06,Health,32000.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,134038.888,23.87
304887.0,08,Communication,100.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,134038.888,0.07
304887.0,10,Education,200.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,134038.888,0.15
304887.0,12,Miscellaneous,100.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,134038.888,0.07
304888.0,03,Clothing and footwear,7000.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,63683.42,10.99
304888.0,04,Housing and utilities,50.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,63683.42,0.08
304888.0,05,Furnishing and household,43100.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,63683.42,67.68
304888.0,06,Health,7000.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,63683.42,10.99
304888.0,08,Communication,100.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,63683.42,0.16
304888.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,63683.42,0.31
304888.0,12,Miscellaneous,400.0,Southern,Muhanga,Rural,Q2,195.5338753387534,Non Poor,63683.42,0.63
304889.0,04,Housing and utilities,70.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,75503.073,0.09
304889.0,05,Furnishing and household,68500.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,75503.073,90.72
304889.0,08,Communication,100.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,75503.073,0.13
304889.0,10,Education,200.0,Southern,Muhanga,Rural,Q1,195.5338753387534,Moderately poor,75503.073,0.26
304890.0,04,Housing and utilities,43050.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,79671.56,54.03
304890.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,79671.56,36.4
304890.0,08,Communication,300.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,79671.56,0.38
304890.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,79671.56,0.25
304891.0,04,Housing and utilities,43100.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,97022.6,44.42
304891.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,97022.6,29.89
304891.0,06,Health,4000.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,97022.6,4.12
304891.0,10,Education,200.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,97022.6,0.21
304892.0,04,Housing and utilities,50.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,34066.812,0.15
304892.0,05,Furnishing and household,26000.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,34066.812,76.32
304892.0,06,Health,3000.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,34066.812,8.81
304892.0,10,Education,200.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,34066.812,0.59
304893.0,03,Clothing and footwear,10000.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,53367.748,18.74
304893.0,04,Housing and utilities,25.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,53367.748,0.05
304893.0,05,Furnishing and household,42000.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,53367.748,78.7
304893.0,10,Education,200.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,53367.748,0.37
304894.0,03,Clothing and footwear,2000.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,49575.36,4.03
304894.0,04,Housing and utilities,250.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,49575.36,0.5
304894.0,05,Furnishing and household,42000.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,49575.36,84.72
304894.0,08,Communication,100.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,49575.36,0.2
304894.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Moderately poor,49575.36,0.4
304895.0,04,Housing and utilities,250.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Non Poor,62606.770000000004,0.4
304895.0,05,Furnishing and household,47000.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Non Poor,62606.770000000004,75.07
304895.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,178.96320793716413,Non Poor,62606.770000000004,0.32
304896.0,04,Housing and utilities,70.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,43983.303,0.16
304896.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,43983.303,65.93
304896.0,06,Health,6000.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,43983.303,13.64
304896.0,08,Communication,200.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,43983.303,0.45
304896.0,10,Education,200.0,Southern,Muhanga,Rural,Q4,178.96320793716413,Non Poor,43983.303,0.45
304897.0,04,Housing and utilities,70.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,48579.7,0.14
304897.0,05,Furnishing and household,42000.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,48579.7,86.46
304897.0,10,Education,200.0,Southern,Muhanga,Rural,Q1,178.96320793716413,Moderately poor,48579.7,0.41
304898.0,04,Housing and utilities,70.0,Southern,Muhanga,Rural,Q3,178.96320793716413,Non Poor,26187.864,0.27
304898.0,05,Furnishing and household,17000.0,Southern,Muhanga,Rural,Q3,178.96320793716413,Non Poor,26187.864,64.92
304898.0,06,Health,3000.0,Southern,Muhanga,Rural,Q3,178.96320793716413,Non Poor,26187.864,11.46
304898.0,08,Communication,500.0,Southern,Muhanga,Rural,Q3,178.96320793716413,Non Poor,26187.864,1.91
304898.0,10,Education,200.0,Southern,Muhanga,Rural,Q3,178.96320793716413,Non Poor,26187.864,0.76
304899.0,04,Housing and utilities,100.0,Southern,Muhanga,Rural,Q1,210.47913969585557,Moderately poor,35312.28,0.28
304899.0,05,Furnishing and household,35000.0,Southern,Muhanga,Rural,Q1,210.47913969585557,Moderately poor,35312.28,99.12
304899.0,10,Education,200.0,Southern,Muhanga,Rural,Q1,210.47913969585557,Moderately poor,35312.28,0.57
304900.0,04,Housing and utilities,100.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Moderately poor,37705.273,0.27
304900.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Moderately poor,37705.273,76.91
304900.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Moderately poor,37705.273,0.53
304901.0,05,Furnishing and household,13000.0,Southern,Muhanga,Rural,Q1,210.47913969585557,Severaly Poor,21059.544,61.73
304901.0,06,Health,6000.0,Southern,Muhanga,Rural,Q1,210.47913969585557,Severaly Poor,21059.544,28.49
304901.0,10,Education,200.0,Southern,Muhanga,Rural,Q1,210.47913969585557,Severaly Poor,21059.544,0.95
304902.0,04,Housing and utilities,200.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Moderately poor,52208.12,0.38
304902.0,05,Furnishing and household,42000.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Moderately poor,52208.12,80.45
304902.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Moderately poor,52208.12,0.38
304903.0,03,Clothing and footwear,2000.0,Southern,Muhanga,Rural,Q5,210.47913969585557,Non Poor,41414.74,4.83
304903.0,04,Housing and utilities,200.0,Southern,Muhanga,Rural,Q5,210.47913969585557,Non Poor,41414.74,0.48
304903.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q5,210.47913969585557,Non Poor,41414.74,70.02
304903.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,210.47913969585557,Non Poor,41414.74,0.48
304904.0,04,Housing and utilities,200.0,Southern,Muhanga,Rural,Q5,210.47913969585557,Non Poor,21002.56,0.95
304904.0,05,Furnishing and household,16000.0,Southern,Muhanga,Rural,Q5,210.47913969585557,Non Poor,21002.56,76.18
304904.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,210.47913969585557,Non Poor,21002.56,0.95
304905.0,03,Clothing and footwear,27300.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,69718.97,39.16
304905.0,04,Housing and utilities,1350.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,69718.97,1.94
304905.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,69718.97,41.6
304905.0,06,Health,950.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,69718.97,1.36
304905.0,10,Education,200.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,69718.97,0.29
304905.0,12,Miscellaneous,5200.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,69718.97,7.46
304906.0,03,Clothing and footwear,7000.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Non Poor,61886.7,11.31
304906.0,04,Housing and utilities,50.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Non Poor,61886.7,0.08
304906.0,05,Furnishing and household,44000.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Non Poor,61886.7,71.1
304906.0,08,Communication,200.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Non Poor,61886.7,0.32
304906.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,210.47913969585557,Non Poor,61886.7,0.32
304907.0,04,Housing and utilities,50.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,64517.866,0.08
304907.0,05,Furnishing and household,55000.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,64517.866,85.25
304907.0,06,Health,3000.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,64517.866,4.65
304907.0,10,Education,200.0,Southern,Muhanga,Rural,Q4,210.47913969585557,Non Poor,64517.866,0.31
304908.0,05,Furnishing and household,55800.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,86002.0,64.88
304908.0,09,Recreation and culture,18000.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,86002.0,20.93
304908.0,10,Education,200.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,86002.0,0.23
304909.0,05,Furnishing and household,3000.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,27900.0,10.75
304909.0,06,Health,3000.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,27900.0,10.75
304909.0,08,Communication,1000.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,27900.0,3.58
304909.0,10,Education,200.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,27900.0,0.72
304909.0,12,Miscellaneous,500.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,27900.0,1.79
304910.0,05,Furnishing and household,3000.0,Southern,Muhanga,Urban,Q3,165.94713307296087,Non Poor,17421.0,17.22
304910.0,10,Education,200.0,Southern,Muhanga,Urban,Q3,165.94713307296087,Non Poor,17421.0,1.15
304911.0,04,Housing and utilities,2500.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,52352.85,4.78
304911.0,05,Furnishing and household,29000.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,52352.85,55.39
304911.0,06,Health,4000.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,52352.85,7.64
304911.0,10,Education,200.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,52352.85,0.38
304912.0,03,Clothing and footwear,4600.0,Southern,Muhanga,Urban,Q2,165.94713307296087,Moderately poor,34856.0,13.2
304912.0,04,Housing and utilities,2000.0,Southern,Muhanga,Urban,Q2,165.94713307296087,Moderately poor,34856.0,5.74
304912.0,05,Furnishing and household,26000.0,Southern,Muhanga,Urban,Q2,165.94713307296087,Moderately poor,34856.0,74.59
304912.0,10,Education,200.0,Southern,Muhanga,Urban,Q2,165.94713307296087,Moderately poor,34856.0,0.57
304913.0,10,Education,200.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,14550.0,1.37
304914.0,04,Housing and utilities,100.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,26159.614999999998,0.38
304914.0,05,Furnishing and household,16000.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,26159.614999999998,61.16
304914.0,10,Education,200.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,26159.614999999998,0.76
304914.0,12,Miscellaneous,1500.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,26159.614999999998,5.73
304915.0,05,Furnishing and household,3000.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,83550.0,3.59
304915.0,06,Health,51300.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,83550.0,61.4
304915.0,10,Education,200.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,83550.0,0.24
304915.0,12,Miscellaneous,700.0,Southern,Muhanga,Urban,Q5,165.94713307296087,Non Poor,83550.0,0.84
304916.0,05,Furnishing and household,29000.0,Southern,Muhanga,Urban,Q3,165.94713307296087,Non Poor,43175.9,67.17
304916.0,10,Education,200.0,Southern,Muhanga,Urban,Q3,165.94713307296087,Non Poor,43175.9,0.46
304916.0,12,Miscellaneous,6000.0,Southern,Muhanga,Urban,Q3,165.94713307296087,Non Poor,43175.9,13.9
304917.0,04,Housing and utilities,500.0,Southern,Muhanga,Rural,Q3,190.15220904502624,Non Poor,5166.701,9.68
304917.0,07,Transport,500.0,Southern,Muhanga,Rural,Q3,190.15220904502624,Non Poor,5166.701,9.68
304917.0,08,Communication,100.0,Southern,Muhanga,Rural,Q3,190.15220904502624,Non Poor,5166.701,1.94
304917.0,10,Education,200.0,Southern,Muhanga,Rural,Q3,190.15220904502624,Non Poor,5166.701,3.87
304918.0,05,Furnishing and household,39000.0,Southern,Muhanga,Rural,Q5,190.15220904502624,Non Poor,72327.61,53.92
304918.0,07,Transport,2500.0,Southern,Muhanga,Rural,Q5,190.15220904502624,Non Poor,72327.61,3.46
304918.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,190.15220904502624,Non Poor,72327.61,0.28
304919.0,03,Clothing and footwear,15000.0,Southern,Muhanga,Rural,Q3,190.15220904502624,Non Poor,80407.0,18.66
304919.0,05,Furnishing and household,38000.0,Southern,Muhanga,Rural,Q3,190.15220904502624,Non Poor,80407.0,47.26
304919.0,10,Education,200.0,Southern,Muhanga,Rural,Q3,190.15220904502624,Non Poor,80407.0,0.25
304920.0,04,Housing and utilities,200.0,Southern,Muhanga,Rural,Q5,190.15220904502624,Non Poor,49566.879,0.4
304920.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q5,190.15220904502624,Non Poor,49566.879,58.51
304920.0,06,Health,500.0,Southern,Muhanga,Rural,Q5,190.15220904502624,Non Poor,49566.879,1.01
304920.0,10,Education,200.0,Southern,Muhanga,Rural,Q5,190.15220904502624,Non Poor,49566.879,0.4
304921.0,04,Housing and utilities,50.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,35286.476,0.14
304921.0,05,Furnishing and household,29000.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,35286.476,82.18
304921.0,10,Education,200.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,35286.476,0.57
304921.0,12,Miscellaneous,600.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,35286.476,1.7
304922.0,03,Clothing and footwear,1000.0,Southern,Muhanga,Rural,Q2,190.15220904502624,Non Poor,42746.318,2.34
304922.0,04,Housing and utilities,50.0,Southern,Muhanga,Rural,Q2,190.15220904502624,Non Poor,42746.318,0.12
304922.0,05,Furnishing and household,39000.0,Southern,Muhanga,Rural,Q2,190.15220904502624,Non Poor,42746.318,91.24
304922.0,10,Education,200.0,Southern,Muhanga,Rural,Q2,190.15220904502624,Non Poor,42746.318,0.47
304923.0,04,Housing and utilities,200.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,57387.457,0.35
304923.0,05,Furnishing and household,42000.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,57387.457,73.19
304923.0,08,Communication,100.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,57387.457,0.17
304923.0,10,Education,200.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,57387.457,0.35
304924.0,04,Housing and utilities,200.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,73262.524,0.27
304924.0,05,Furnishing and household,52000.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,73262.524,70.98
304924.0,08,Communication,100.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,73262.524,0.14
304924.0,10,Education,200.0,Southern,Muhanga,Rural,Q4,190.15220904502624,Non Poor,73262.524,0.27
304925.0,03,Clothing and footwear,8000.0,Southern,Muhanga,Rural,Q1,190.15220904502624,Moderately poor,50056.453,15.98
